date,time,home_team,away_team,score,match_url,Expected_goals_(xG)_home,Expected_goals_(xG)_away,Ball_possession_home,Ball_possession_away,Total_shots_home,Total_shots_away,Shots_on_target_home,Shots_on_target_away,Corner_kicks_home,Corner_kicks_away,Passes_home,Passes_away,Red_cards_home,Red_cards_away,Shots_off_target_home,Shots_off_target_away,Blocked_shots_home,Blocked_shots_away,Offsides_home,Offsides_away,Fouls_home,Fouls_away,Goalkeeper_saves_home,Goalkeeper_saves_away,Yellow_cards_home,Yellow_cards_away,Free_kicks_home,Free_kicks_away,Throw_ins_home,Throw_ins_away
30.04.2023,21:00,Cremonese,Verona,1:1,https://www.flashscore.co.uk/match/football/APhRAf8N/#/match-summary,0.49,1.21,51%,49%,12,14,5,6,3,5,"74%,(287/388)","71%,(253/356)",1,0,6,3,1,5,2,3,10,16,5,4,,,,,,
12.06.2023,02:45,Spezia,Verona Winner,1:3,https://www.flashscore.co.uk/match/football/Q3DqQz7n/#/match-summary,2.37,0.75,69%,31%,17,9,10,5,9,5,"82%,(380/464)","60%,(134/222)",0,1,5,2,2,2,0,1,11,18,2,9,2,5,18,11,28,17
08.01.2023,19:30,Salernitana,Torino,1:1,https://www.flashscore.co.uk/match/football/plv4wk7m/#/match-summary,,,39%,61%,11,23,4,8,6,7,"69%,(219/316)","81%,(407/502)",,,3,8,4,7,1,1,10,15,7,3,2,3,17,10,13,25
28.01.2023,22:00,Empoli,Torino,2:2,https://www.flashscore.co.uk/match/football/tEI6wAOp/#/match-summary,,,47%,53%,11,16,4,4,5,5,"79%,(302/382)","78%,(349/447)",,,3,8,4,4,1,1,12,9,2,2,2,0,13,21,29,26
04.01.2023,23:30,AS Roma,Bologna,1:0,https://www.flashscore.co.uk/match/football/bZA2LGo2/#/match-summary,,,39%,61%,14,10,4,2,3,3,"79%,(300/380)","85%,(506/595)",,,4,3,6,5,1,1,10,10,2,3,2,3,10,11,21,23
05.06.2023,03:00,Lecce,Bologna,2:3,https://www.flashscore.co.uk/match/football/KjMc6ZHU/#/match-summary,1.64,0.87,39%,61%,20,11,7,7,7,2,"82%,(283/347)","87%,(498/573)",,,7,2,6,2,0,1,11,9,4,5,1,2,3,6,9,8
13.11.2022,22:00,AS Roma,Torino,1:1,https://www.flashscore.co.uk/match/football/0O0NUKOF/#/match-summary,,,48%,52%,13,10,4,2,7,0,"76%,(335/441)","80%,(393/491)",,,5,4,4,4,0,1,13,10,1,3,3,2,13,23,24,22
01.09.2022,00:30,Sampdoria,Lazio,1:1,https://www.flashscore.co.uk/match/football/zP99GFoF/#/match-summary,,,44%,56%,10,13,3,6,5,7,"86%,(419/487)","89%,(550/620)",,,4,3,3,4,2,2,10,7,5,2,0,2,19,16,15,12
02.10.2022,21:00,Sassuolo,Salernitana,5:0,https://www.flashscore.co.uk/match/football/025FnvSA/#/match-summary,,,44%,56%,17,6,11,1,1,2,"86%,(365/426)","85%,(459/537)",,,4,5,2,0,1,3,10,8,1,6,1,1,13,15,19,21
07.02.2023,01:30,Verona,Lazio,1:1,https://www.flashscore.co.uk/match/football/G8hqiThp/#/match-summary,,,36%,64%,15,9,4,2,6,5,"66%,(210/316)","80%,(457/572)",,,9,5,2,2,0,2,16,12,1,3,4,1,14,16,19,17
18.03.2023,03:45,Atalanta,Empoli,2:1,https://www.flashscore.co.uk/match/football/z9Dxs4WS/#/match-summary,3.05,0.86,70%,30%,27,5,6,2,13,2,"87%,(554/639)","68%,(200/294)",,,15,2,6,1,2,1,11,10,1,4,3,2,19,16,32,22
23.10.2022,21:00,Bologna,Lecce,2:0,https://www.flashscore.co.uk/match/football/Kn2Awe6f/#/match-summary,,,54%,46%,12,9,3,3,9,4,"76%,(312/408)","75%,(269/358)",,,9,5,0,1,1,1,11,14,3,1,5,2,19,23,25,27
23.05.2023,00:30,AS Roma,Salernitana,2:2,https://www.flashscore.co.uk/match/football/pvXf0tks/#/match-summary,1.34,1.04,59%,41%,22,8,5,3,6,4,"84%,(453/539)","75%,(290/387)",,,7,3,10,2,0,1,9,14,1,3,1,4,15,9,35,21
19.02.2023,22:00,Salernitana,Lazio,0:2,https://www.flashscore.co.uk/match/football/W0AgQKkK/#/match-summary,0.47,3.25,35%,65%,9,21,2,7,2,9,"80%,(320/398)","88%,(661/751)",1,0,5,7,2,7,1,2,10,7,5,2,5,1,9,9,9,22
05.06.2023,03:00,AS Roma,Spezia,2:1,https://www.flashscore.co.uk/match/football/hviCPdIh/#/match-summary,2.19,1.03,69%,31%,19,8,5,2,6,2,"87%,(448/517)","70%,(163/234)",0,1,11,4,3,2,1,0,14,17,1,3,2,9,16,15,24,18
05.01.2023,03:45,Inter,Napoli,1:0,https://www.flashscore.co.uk/match/football/xKMgNxHk/#/match-summary,,,37%,63%,6,9,1,2,5,4,"80%,(270/337)","88%,(526/598)",,,5,4,0,3,4,2,12,7,2,0,3,2,9,16,20,34
22.08.2022,02:45,Atalanta,AC Milan,1:1,https://www.flashscore.co.uk/match/football/C8eFyKIG/#/match-summary,,,41%,59%,11,18,2,7,4,6,"79%,(270/342)","86%,(447/521)",,,7,9,2,2,0,3,15,6,6,1,4,3,9,14,15,23
29.01.2023,22:00,Juventus,Monza,0:2,https://www.flashscore.co.uk/match/football/fH6l2g1o/#/match-summary,,,46%,54%,22,3,8,3,12,1,"84%,(348/414)","84%,(448/533)",,,7,0,7,0,3,2,12,10,1,8,0,2,12,15,22,21
29.01.2023,01:00,Cremonese,Inter,1:2,https://www.flashscore.co.uk/match/football/6LRvrjGT/#/match-summary,,,35%,65%,12,30,4,10,2,14,"77%,(251/326)","88%,(520/591)",,,6,12,2,8,0,3,7,12,8,3,0,2,19,9,12,15
04.04.2023,00:30,Empoli,Lecce,1:0,https://www.flashscore.co.uk/match/football/tAIjlLwd/#/match-summary,1.76,0.16,53%,47%,14,5,7,0,3,4,"73%,(291/397)","69%,(238/344)",1,0,2,3,5,2,0,2,10,15,0,6,3,2,16,10,37,26
17.10.2022,00:00,Napoli,Bologna,3:2,https://www.flashscore.co.uk/match/football/ADSQoJbE/#/match-summary,,,48%,52%,30,16,11,3,6,4,"84%,(408/486)","84%,(440/524)",,,8,7,11,6,2,1,6,10,1,8,0,4,11,8,27,18
23.04.2023,02:45,Sampdoria,Spezia,1:1,https://www.flashscore.co.uk/match/football/b7tGDdO4/#/match-summary,1.74,2.54,45%,55%,13,19,3,7,9,9,"78%,(274/350)","82%,(352/431)",,,7,6,3,6,2,0,9,11,6,2,1,1,15,15,18,20
12.11.2022,03:45,Empoli,Cremonese,2:0,https://www.flashscore.co.uk/match/football/4xHKAaXq/#/match-summary,,,50%,50%,13,19,6,5,4,9,"80%,(349/436)","80%,(334/418)",,,4,6,3,8,1,1,9,14,5,4,1,2,15,10,18,24
04.01.2023,21:30,Spezia,Atalanta,2:2,https://www.flashscore.co.uk/match/football/84hgrvgF/#/match-summary,,,35%,65%,7,19,3,3,3,8,"67%,(210/313)","82%,(475/579)",,,3,9,1,7,1,1,11,11,1,1,3,3,11,12,25,25
05.06.2023,00:30,Napoli,Sampdoria,2:0,https://www.flashscore.co.uk/match/football/z3d7Qx3n/#/match-summary,2.14,0.58,73%,27%,21,6,9,4,11,0,"92%,(713/771)","79%,(220/279)",,,7,2,5,0,1,0,7,7,4,7,0,1,5,9,19,11
17.10.2022,02:45,Verona,AC Milan,1:2,https://www.flashscore.co.uk/match/football/djxXPyxe/#/match-summary,,,46%,54%,19,16,5,6,9,3,"69%,(229/334)","76%,(303/399)",,,7,5,7,5,0,1,7,9,4,4,3,2,9,7,22,22
14.05.2023,21:00,Fiorentina,Udinese,2:0,https://www.flashscore.co.uk/match/football/jHkjW1z1/#/match-summary,1.41,0.21,45%,55%,18,5,3,1,3,3,"81%,(294/363)","83%,(364/439)",1,1,10,3,5,1,2,1,15,15,1,1,3,3,17,16,16,22
28.05.2023,02:45,Inter,Atalanta,3:2,https://www.flashscore.co.uk/match/football/0zRNgdYO/#/match-summary,2.53,0.81,52%,48%,20,11,11,3,9,7,"88%,(429/488)","86%,(394/458)",,,6,5,3,3,1,1,8,18,2,8,0,1,20,9,14,11
05.11.2022,22:00,Empoli,Sassuolo,1:0,https://www.flashscore.co.uk/match/football/4AKV1VlC/#/match-summary,,,47%,53%,17,10,1,3,3,6,"83%,(347/418)","84%,(390/464)",,,9,4,7,3,4,0,11,11,3,0,2,0,11,16,24,30
16.10.2022,21:00,Lazio,Udinese,0:0,https://www.flashscore.co.uk/match/football/I5QuOF67/#/match-summary,,,55%,45%,8,12,3,2,7,3,"82%,(388/473)","81%,(316/390)",,,4,7,1,3,0,1,8,11,2,3,1,4,11,8,31,29
05.02.2023,19:30,Spezia,Napoli,0:3,https://www.flashscore.co.uk/match/football/0dSnBlpG/#/match-summary,,,31%,69%,9,12,3,5,3,6,"71%,(201/283)","86%,(544/633)",,,5,4,1,3,1,4,19,18,2,3,3,2,22,19,7,22
08.04.2023,18:30,Udinese,Monza,2:2,https://www.flashscore.co.uk/match/football/G4400nll/#/match-summary,1.89,1.28,40%,60%,14,12,5,5,4,2,"86%,(323/374)","88%,(503/569)",,,6,5,3,2,1,1,12,21,3,3,1,3,20,13,14,7
03.04.2023,00:00,AS Roma,Sampdoria,3:0,https://www.flashscore.co.uk/match/football/MPck9MFL/#/match-summary,3.56,0.29,51%,49%,28,6,11,3,10,3,"88%,(371/421)","86%,(362/420)",0,1,10,2,7,1,2,1,11,13,3,8,3,5,13,13,20,10
10.01.2023,01:30,Verona,Cremonese,2:0,https://www.flashscore.co.uk/match/football/CxyxzG0e/#/match-summary,,,47%,53%,9,15,4,5,3,5,"71%,(276/389)","72%,(316/439)",,,3,5,2,5,2,1,16,11,5,2,3,4,12,18,31,23
06.11.2022,03:45,AC Milan,Spezia,2:1,https://www.flashscore.co.uk/match/football/zcs3qNYp/#/match-summary,,,59%,41%,23,13,11,5,3,6,"77%,(329/427)","65%,(195/300)",1,0,3,5,9,3,0,0,12,13,4,9,6,4,20,17,19,25
22.01.2023,19:30,Sampdoria,Udinese,0:1,https://www.flashscore.co.uk/match/football/xtzOoYG4/#/match-summary,,,55%,45%,9,14,1,5,6,6,"82%,(334/407)","77%,(265/344)",,,5,4,3,5,4,1,15,17,4,1,3,1,25,24,21,19
15.08.2022,00:30,Fiorentina,Cremonese,3:2,https://www.flashscore.co.uk/match/football/CnKvPtZA/#/match-summary,,,75%,25%,27,13,11,4,11,4,"89%,(507/567)","65%,(124/190)",0,1,7,3,9,6,1,1,10,19,2,8,0,3,31,15,15,10
06.11.2022,19:30,Bologna,Torino,2:1,https://www.flashscore.co.uk/match/football/6P1S2BZ5/#/match-summary,,,56%,44%,9,7,5,2,3,1,"76%,(385/504)","75%,(299/400)",,,4,2,0,3,1,5,14,17,1,3,3,3,20,14,25,21
04.06.2023,00:30,Torino,Inter,0:1,https://www.flashscore.co.uk/match/football/QikKNzm5/#/match-summary,1.25,0.96,41%,59%,17,14,5,4,6,4,"83%,(311/376)","87%,(502/576)",,,8,8,4,2,1,1,6,7,3,5,1,2,9,8,16,13
20.03.2023,01:00,Lazio,AS Roma,1:0,https://www.flashscore.co.uk/match/football/pr3Cz29d/#/match-summary,0.55,0.73,69%,31%,12,8,5,3,5,2,"92%,(635/690)","81%,(242/299)",1,2,3,3,4,2,1,1,18,13,3,4,4,4,14,17,13,18
12.03.2023,03:45,Bologna,Lazio,0:0,https://www.flashscore.co.uk/match/football/ELo1sDQB/#/match-summary,0.97,0.89,54%,46%,16,5,2,2,5,2,"89%,(558/630)","88%,(468/534)",,,8,2,6,1,3,3,11,8,2,2,2,3,10,14,23,17
14.08.2022,00:30,Sampdoria,Atalanta,0:2,https://www.flashscore.co.uk/match/football/jg76wtl4/#/match-summary,,,52%,48%,11,9,1,3,3,2,"80%,(360/452)","76%,(283/370)",,,5,3,5,3,1,1,13,21,1,1,4,6,23,14,23,18
01.04.2023,21:00,Cremonese,Atalanta,1:3,https://www.flashscore.co.uk/match/football/boTok1Ok/#/match-summary,,,42%,58%,15,12,4,4,0,6,"76%,(312/412)","83%,(474/571)",,,6,5,5,3,0,3,13,10,1,3,3,2,12,13,22,29
13.05.2023,02:45,Lazio,Lecce,2:2,https://www.flashscore.co.uk/match/football/vwWphqcK/#/match-summary,2.00,1.54,67%,33%,20,13,6,4,2,3,"82%,(491/599)","69%,(203/295)",,,6,7,8,2,0,0,11,13,2,4,3,5,12,10,31,19
08.02.2023,03:45,Salernitana,Juventus,0:3,https://www.flashscore.co.uk/match/football/4UYwDAF3/#/match-summary,0.83,2.34,53%,47%,10,17,1,5,6,3,"85%,(471/554)","86%,(427/497)",,,6,8,3,4,0,3,9,12,2,1,1,1,14,8,15,16
22.10.2022,21:00,Salernitana,Spezia,1:0,https://www.flashscore.co.uk/match/football/E5oDcGcQ/#/match-summary,,,44%,56%,17,14,4,2,4,7,"77%,(246/319)","80%,(327/409)",,,6,9,7,3,1,2,9,8,2,3,2,4,14,17,22,22
13.11.2022,03:45,Bologna,Sassuolo,3:0,https://www.flashscore.co.uk/match/football/2TUhFuPS/#/match-summary,,,52%,48%,8,9,4,3,4,6,"84%,(415/494)","84%,(381/454)",,,1,4,3,2,2,1,12,6,3,1,1,0,8,18,19,29
08.01.2023,22:00,Spezia,Lecce,0:0,https://www.flashscore.co.uk/match/football/tGXCyTy0/#/match-summary,,,58%,42%,10,15,2,4,5,7,"70%,(301/429)","65%,(201/311)",,,7,6,1,5,1,1,14,15,4,2,0,1,16,15,45,31
12.09.2022,02:45,Juventus,Salernitana,2:2,https://www.flashscore.co.uk/match/football/8ANy6MTO/#/match-summary,,,61%,39%,22,11,7,5,8,2,"89%,(505/566)","82%,(292/356)",2,1,11,3,4,3,6,2,13,15,3,5,5,4,16,16,11,19
13.02.2023,01:00,Juventus,Fiorentina,1:0,https://www.flashscore.co.uk/match/football/4YtXkvE7/#/match-summary,1.07,0.71,44%,56%,7,11,3,2,5,6,"77%,(289/376)","83%,(385/464)",,,2,6,2,3,5,2,11,17,2,2,5,2,18,16,14,15
22.10.2022,02:45,Juventus,Empoli,4:0,https://www.flashscore.co.uk/match/football/4z4MzgjD/#/match-summary,,,43%,57%,21,12,7,4,6,4,"84%,(319/379)","88%,(469/533)",,,6,6,8,2,2,1,13,11,4,3,2,2,12,15,15,22
06.11.2022,22:00,Sampdoria,Fiorentina,0:2,https://www.flashscore.co.uk/match/football/bVSc54e4/#/match-summary,,,48%,52%,14,5,2,4,4,4,"77%,(313/409)","79%,(357/452)",,,6,1,6,0,2,2,10,18,2,2,1,0,19,12,30,22
04.09.2022,21:00,Spezia,Bologna,2:2,https://www.flashscore.co.uk/match/football/6uv8C6ps/#/match-summary,,,45%,55%,15,13,5,6,7,2,"78%,(274/351)","80%,(362/454)",,,4,7,6,0,0,5,12,5,4,4,4,1,10,13,24,27
20.05.2023,21:00,Cremonese,Bologna,1:5,https://www.flashscore.co.uk/match/football/Ii9XruK6/#/match-summary,0.94,2.47,37%,63%,13,19,2,9,3,9,"81%,(286/353)","89%,(551/619)",0,1,5,8,6,2,1,1,7,13,4,1,1,2,17,8,10,16
31.10.2022,03:45,Torino,AC Milan,2:1,https://www.flashscore.co.uk/match/football/pADJ4X4g/#/match-summary,,,44%,56%,7,12,4,1,6,1,"73%,(236/323)","78%,(333/427)",,,2,8,1,3,3,0,11,16,0,2,5,2,16,14,21,24
13.11.2022,01:00,Sampdoria,Lecce,0:2,https://www.flashscore.co.uk/match/football/SpXJTvvM/#/match-summary,,,57%,43%,11,11,2,3,9,0,"67%,(263/393)","59%,(183/310)",,,4,5,5,3,6,5,14,19,1,2,2,3,33,27,23,22
15.08.2022,00:30,Lazio,Bologna,2:1,https://www.flashscore.co.uk/match/football/2yDiMvJT/#/match-summary,,,41%,59%,9,11,6,3,3,2,"81%,(248/305)","84%,(381/451)",1,1,2,6,1,2,3,2,11,18,2,4,2,6,23,18,21,18
29.01.2023,19:30,AC Milan,Sassuolo,2:5,https://www.flashscore.co.uk/match/football/UZb1aio4/#/match-summary,,,61%,39%,10,9,5,7,2,3,"78%,(321/412)","74%,(200/270)",,,5,0,0,2,5,3,13,8,2,3,7,4,11,17,25,18
21.05.2023,00:00,Atalanta,Verona,3:1,https://www.flashscore.co.uk/match/football/v1ATqL40/#/match-summary,1.43,1.16,59%,41%,13,10,5,2,6,3,"82%,(471/574)","76%,(293/386)",,,3,4,5,4,4,1,9,11,1,2,1,3,12,16,29,14
05.03.2023,19:30,Spezia,Verona,0:0,https://www.flashscore.co.uk/match/football/6ergqZea/#/match-summary,1.44,1.21,69%,31%,20,11,4,3,9,5,"83%,(408/492)","61%,(128/210)",1,0,11,7,5,1,0,0,6,7,3,4,2,1,7,6,25,20
28.08.2022,02:45,Spezia,Sassuolo,2:2,https://www.flashscore.co.uk/match/football/dYlz2GWL/#/match-summary,,,42%,58%,7,21,2,8,2,6,"75%,(301/399)","83%,(451/543)",1,0,4,9,1,4,3,1,17,10,6,0,2,1,10,21,20,25
16.04.2023,18:30,Lecce,Sampdoria,1:1,https://www.flashscore.co.uk/match/football/MN6iLmQD/#/match-summary,2.55,0.69,41%,59%,30,8,11,2,11,8,"73%,(225/310)","81%,(375/465)",,,11,1,8,5,3,0,16,12,1,10,1,4,12,19,24,26
04.02.2023,22:00,Cremonese,Lecce,0:2,https://www.flashscore.co.uk/match/football/KOiEdkVM/#/match-summary,,,58%,42%,12,9,3,4,4,8,"81%,(417/514)","70%,(253/359)",,,5,3,4,2,2,1,12,15,2,3,1,2,16,14,27,25
14.08.2022,02:45,Lecce,Inter,1:2,https://www.flashscore.co.uk/match/football/4paJHbRp/#/match-summary,,,30%,70%,10,19,4,9,6,8,"72%,(184/256)","86%,(516/600)",,,4,5,2,5,2,3,21,19,7,3,4,2,22,23,11,22
23.05.2023,02:45,Empoli,Juventus,4:1,https://www.flashscore.co.uk/match/football/zT3xraZC/#/match-summary,2.44,2.10,39%,61%,14,19,7,4,3,7,"75%,(224/299)","82%,(373/455)",,,6,11,1,4,3,0,20,19,3,3,2,2,14,21,13,27
17.09.2022,02:45,Salernitana,Lecce,1:2,https://www.flashscore.co.uk/match/football/EBCTx3bn/#/match-summary,,,57%,43%,8,13,4,4,4,5,"85%,(417/492)","80%,(294/366)",,,4,6,0,3,6,0,9,11,2,3,1,3,11,15,29,18
12.09.2022,00:00,Lazio,Verona,2:0,https://www.flashscore.co.uk/match/football/MDBJU56P/#/match-summary,,,60%,40%,15,7,6,1,3,5,"83%,(402/482)","78%,(228/294)",,,6,4,3,2,3,3,5,23,1,4,2,5,26,8,19,19
30.01.2023,03:45,Napoli,AS Roma,2:1,https://www.flashscore.co.uk/match/football/Odb5bB0A/#/match-summary,,,57%,43%,11,11,6,3,3,8,"85%,(508/598)","78%,(346/444)",,,4,4,1,4,0,0,8,14,2,4,1,2,14,8,21,21
05.09.2022,02:45,Udinese,AS Roma,4:0,https://www.flashscore.co.uk/match/football/SfSGApFg/#/match-summary,,,43%,57%,11,12,5,2,3,7,"83%,(320/386)","87%,(447/515)",,,5,6,1,4,0,2,16,13,2,1,3,2,15,16,10,21
02.10.2022,00:00,Inter,AS Roma,1:2,https://www.flashscore.co.uk/match/football/INBdWIsU/#/match-summary,,,58%,42%,15,10,2,3,5,1,"86%,(465/541)","83%,(335/404)",,,8,6,5,1,1,0,15,14,1,1,4,3,21,22,21,18
28.05.2023,00:00,Fiorentina,AS Roma,2:1,https://www.flashscore.co.uk/match/football/SMSFeI3C/#/match-summary,2.32,1.13,66%,34%,15,8,5,4,7,4,"89%,(437/491)","73%,(191/262)",,,3,3,7,1,0,2,11,12,3,3,5,3,14,11,25,18
13.11.2022,22:00,Monza,Salernitana,3:0,https://www.flashscore.co.uk/match/football/SA2FWtf3/#/match-summary,,,57%,43%,19,5,7,0,6,1,"89%,(502/564)","85%,(352/414)",0,1,4,4,8,1,4,1,9,11,0,4,0,2,13,19,15,17
31.08.2022,02:45,AS Roma,Monza,3:0,https://www.flashscore.co.uk/match/football/h0K4HeW8/#/match-summary,,,39%,61%,14,13,7,1,5,4,"84%,(329/392)","92%,(545/592)",,,3,8,4,4,2,1,10,7,1,4,0,3,8,12,16,13
22.08.2022,00:30,Napoli,Monza,4:0,https://www.flashscore.co.uk/match/football/O0fgUyBj/#/match-summary,,,54%,46%,22,4,5,1,10,4,"89%,(435/489)","85%,(346/407)",,,8,3,9,0,1,0,11,13,1,1,2,1,16,14,13,17
15.01.2023,22:00,Torino,Spezia,0:1,https://www.flashscore.co.uk/match/football/ziCkkn6a/#/match-summary,,,67%,33%,11,13,4,5,7,2,"81%,(473/587)","68%,(197/289)",,,5,5,2,3,3,1,13,12,4,4,3,3,13,15,26,16
18.09.2022,18:30,Udinese,Inter,3:1,https://www.flashscore.co.uk/match/football/lrKuz1r5/#/match-summary,,,44%,56%,20,16,6,4,7,4,"80%,(251/315)","80%,(336/420)",,,5,9,9,3,1,2,11,13,3,4,3,4,15,12,24,20
30.10.2022,22:00,Spezia,Fiorentina,1:2,https://www.flashscore.co.uk/match/football/Gz9F5Dkm/#/match-summary,,,49%,51%,10,27,6,5,5,5,"69%,(214/312)","70%,(230/328)",1,0,3,8,1,14,2,1,19,14,3,5,5,3,15,20,25,20
05.06.2023,03:00,AC Milan,Verona,3:1,https://www.flashscore.co.uk/match/football/dCc3RImt/#/match-summary,2.21,0.75,79%,21%,14,6,5,1,7,1,"88%,(589/667)","59%,(103/176)",,,5,4,4,1,2,3,5,18,0,2,1,4,21,8,22,17
07.02.2023,03:45,Monza,Sampdoria,2:2,https://www.flashscore.co.uk/match/football/d4VVEWpi/#/match-summary,,,72%,28%,17,11,5,6,9,3,"86%,(550/637)","68%,(175/259)",,,5,2,7,3,0,0,12,12,4,3,2,4,11,12,31,12
09.10.2022,00:00,AC Milan,Juventus,2:0,https://www.flashscore.co.uk/match/football/2TQeS9td/#/match-summary,,,40%,60%,21,10,3,3,9,3,"72%,(250/347)","85%,(463/544)",,,11,3,7,4,1,0,7,7,3,1,2,3,11,10,27,20
14.05.2023,18:30,Verona,Torino,0:1,https://www.flashscore.co.uk/match/football/pvkfVLk7/#/match-summary,0.48,1.56,42%,58%,14,15,4,8,3,4,"70%,(234/334)","79%,(379/480)",,,4,5,6,2,0,0,8,17,7,4,3,2,17,8,17,21
21.08.2022,00:30,Torino,Lazio,0:0,https://www.flashscore.co.uk/match/football/CMzljJX9/#/match-summary,,,54%,46%,10,7,1,2,6,4,"84%,(403/479)","79%,(335/425)",,,7,2,2,3,4,0,11,12,2,1,0,5,12,15,19,12
23.08.2022,02:45,Sampdoria,Juventus,0:0,https://www.flashscore.co.uk/match/football/Gfsuhu3c/#/match-summary,,,47%,53%,10,10,1,4,3,4,"84%,(334/398)","87%,(381/438)",,,7,5,2,1,1,3,8,14,4,1,3,2,17,8,24,13
22.05.2023,02:45,Udinese,Lazio,0:1,https://www.flashscore.co.uk/match/football/WfZ6cvZa/#/match-summary,0.60,2.07,39%,61%,12,14,2,4,3,8,"86%,(363/422)","90%,(589/654)",,,6,7,4,3,2,1,15,9,3,2,3,1,10,16,16,12
26.02.2023,22:00,Salernitana,Monza,3:0,https://www.flashscore.co.uk/match/football/WxUAWeCg/#/match-summary,2.09,1.39,38%,62%,12,14,5,3,1,3,"82%,(287/350)","88%,(500/568)",0,1,4,1,3,10,1,2,12,16,3,2,2,4,23,21,15,20
07.05.2023,18:30,Atalanta,Juventus,0:2,https://www.flashscore.co.uk/match/football/IBguyiMS/#/match-summary,1.18,1.13,59%,41%,24,10,1,5,7,3,"87%,(505/580)","82%,(335/407)",,,13,2,10,3,0,2,13,16,3,1,1,2,18,13,22,16
04.03.2023,22:00,Monza,Empoli,2:1,https://www.flashscore.co.uk/match/football/v9KVRXQO/#/match-summary,,,43%,57%,10,18,3,3,1,8,"81%,(313/386)","87%,(431/495)",,,4,4,3,11,6,2,10,12,2,1,2,3,14,15,20,23
19.03.2023,19:30,Sampdoria,Verona,3:1,https://www.flashscore.co.uk/match/football/hpp3cPG9/#/match-summary,1.43,1.38,44%,56%,11,16,4,6,5,8,"71%,(239/339)","78%,(331/427)",,,2,6,5,4,1,2,10,11,5,1,3,2,13,11,24,28
07.05.2023,21:00,Torino,Monza,1:1,https://www.flashscore.co.uk/match/football/GbcwZ3jr/#/match-summary,0.87,0.50,53%,47%,14,10,5,8,7,4,"81%,(366/454)","80%,(325/406)",,,2,2,7,0,0,1,16,9,7,4,2,1,10,12,12,12
05.11.2022,22:00,Salernitana,Cremonese,2:2,https://www.flashscore.co.uk/match/football/pSOg6ptb/#/match-summary,,,52%,48%,11,11,2,5,2,2,"80%,(346/433)","78%,(310/397)",,,7,5,2,1,0,6,14,10,3,0,2,2,16,13,16,22
18.09.2022,21:00,Cremonese,Lazio,0:4,https://www.flashscore.co.uk/match/football/lUv7L1TB/#/match-summary,,,44%,56%,18,14,3,6,8,5,"84%,(300/358)","85%,(401/470)",,,10,4,5,4,3,0,12,9,2,3,1,1,9,14,26,14
22.01.2023,01:00,Salernitana,Napoli,0:2,https://www.flashscore.co.uk/match/football/fHpJnE1b/#/match-summary,,,26%,74%,5,9,2,4,3,4,"68%,(184/271)","90%,(713/792)",,,2,4,1,1,4,3,14,15,2,2,2,2,22,24,16,11
30.10.2022,00:00,Lecce,Juventus,0:1,https://www.flashscore.co.uk/match/football/IaTvCFCJ/#/match-summary,,,36%,64%,5,13,0,5,7,7,"68%,(206/303)","82%,(450/549)",,,4,4,1,4,2,0,16,13,4,0,3,5,18,27,19,25
